,cum_infections_1,cum_infections_2,cum_infections_3,cum_infections_4,cum_infections_5,cum_infections_6,cum_symptomatic_1,cum_symptomatic_2,cum_symptomatic_3,cum_symptomatic_4,cum_symptomatic_5,cum_symptomatic_6,cum_severe_1,cum_severe_2,cum_severe_3,cum_severe_4,cum_severe_5,cum_severe_6,cum_critical_1,cum_critical_2,cum_critical_3,cum_critical_4,cum_critical_5,cum_critical_6,cum_deaths_1,cum_deaths_2,cum_deaths_3,cum_deaths_4,cum_deaths_5,cum_deaths_6,cum_vaccinated_1,cum_vaccinated_2,cum_vaccinated_3,cum_vaccinated_4,cum_vaccinated_5,cum_vaccinated_6,quar_period,pop_size,pop_infected,location,interventions,n_days,pop_type,use_waning
9,100.0,178.0,368.0,607.0,833.0,1018.0,0.0,51.0,134.0,247.0,390.0,504.0,0.0,1.0,9.0,16.0,27.0,44.0,0.0,0.0,5.0,6.0,11.0,15.0,0.0,0.0,0.0,2.0,3.0,6.0,50507.0,50507.0,50507.0,50507.0,50507.0,50507.0,14,50507.94445956456,100.63090160598999,UK,az,35,hybrid,True
0,103.0,278.0,785.0,1774.0,3918.0,8136.0,0.0,53.0,231.0,628.0,1442.0,3156.0,0.0,0.0,4.0,23.0,66.0,137.0,0.0,0.0,0.0,4.0,22.0,42.0,0.0,0.0,0.0,0.0,2.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,14,51172.99294902474,103.43603913769007,UK,none,35,hybrid,True
1,103.0,246.0,654.0,1553.0,3538.0,7349.0,0.0,69.0,234.0,587.0,1352.0,2930.0,0.0,0.0,11.0,29.0,63.0,144.0,0.0,0.0,2.0,9.0,21.0,37.0,0.0,0.0,0.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,14,51172.99294902474,103.43603913769007,UK,none,35,hybrid,True
2,103.0,216.0,582.0,1421.0,3218.0,6873.0,0.0,70.0,201.0,518.0,1221.0,2651.0,0.0,2.0,6.0,23.0,56.0,110.0,0.0,1.0,3.0,7.0,21.0,40.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,14,51172.99294902474,103.43603913769007,UK,none,35,hybrid,True
3,103.0,195.0,477.0,1034.0,2245.0,4808.0,0.0,64.0,171.0,371.0,856.0,1861.0,0.0,1.0,5.0,18.0,34.0,83.0,0.0,0.0,3.0,4.0,11.0,28.0,0.0,0.0,0.0,2.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,14,51172.99294902474,103.43603913769007,UK,none,35,hybrid,True
4,103.0,244.0,637.0,1600.0,3654.0,7837.0,0.0,59.0,211.0,563.0,1352.0,3024.0,0.0,1.0,9.0,26.0,47.0,104.0,0.0,1.0,4.0,5.0,16.0,27.0,0.0,0.0,0.0,2.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,14,51172.99294902474,103.43603913769007,UK,none,35,hybrid,True
5,103.0,258.0,587.0,1266.0,2851.0,6116.0,0.0,66.0,218.0,486.0,1071.0,2345.0,0.0,0.0,4.0,16.0,39.0,100.0,0.0,0.0,2.0,4.0,13.0,28.0,0.0,0.0,0.0,2.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,14,51172.99294902474,103.43603913769007,UK,none,35,hybrid,True
6,103.0,202.0,498.0,1031.0,2230.0,4774.0,0.0,73.0,170.0,398.0,837.0,1789.0,0.0,1.0,8.0,21.0,36.0,84.0,0.0,0.0,1.0,6.0,9.0,25.0,0.0,0.0,0.0,2.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,14,51172.99294902474,103.43603913769007,UK,none,35,hybrid,True
7,103.0,230.0,610.0,1384.0,3211.0,7140.0,0.0,69.0,207.0,516.0,1155.0,2717.0,0.0,1.0,5.0,17.0,59.0,117.0,0.0,0.0,0.0,3.0,15.0,34.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,14,51172.99294902474,103.43603913769007,UK,none,35,hybrid,True
8,103.0,222.0,696.0,1756.0,4250.0,9301.0,0.0,65.0,203.0,614.0,1546.0,3589.0,0.0,0.0,8.0,24.0,76.0,183.0,0.0,0.0,2.0,6.0,21.0,54.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,14,51172.99294902474,103.43603913769007,UK,none,35,hybrid,True
9,103.0,255.0,721.0,1812.0,4146.0,8669.0,0.0,65.0,218.0,628.0,1550.0,3409.0,0.0,1.0,6.0,30.0,70.0,182.0,0.0,0.0,1.0,9.0,19.0,48.0,0.0,0.0,0.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,14,51172.99294902474,103.43603913769007,UK,none,35,hybrid,True
0,102.0,301.0,901.0,2157.0,4936.0,10436.0,0.0,73.0,292.0,792.0,1817.0,4068.0,0.0,2.0,10.0,39.0,92.0,198.0,0.0,0.0,2.0,8.0,21.0,44.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,14,49542.228032645384,102.22973977467691,UK,none,35,hybrid,True
1,102.0,224.0,585.0,1397.0,3205.0,6645.0,0.0,77.0,195.0,494.0,1196.0,2588.0,0.0,1.0,5.0,19.0,49.0,129.0,0.0,0.0,1.0,6.0,13.0,31.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,14,49542.228032645384,102.22973977467691,UK,none,35,hybrid,True
2,102.0,235.0,595.0,1343.0,3033.0,6571.0,0.0,67.0,191.0,501.0,1125.0,2480.0,0.0,2.0,5.0,15.0,44.0,113.0,0.0,0.0,3.0,6.0,16.0,34.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,14,49542.228032645384,102.22973977467691,UK,none,35,hybrid,True
3,102.0,252.0,678.0,1703.0,4020.0,8428.0,0.0,75.0,225.0,598.0,1402.0,3274.0,0.0,2.0,5.0,21.0,59.0,159.0,0.0,1.0,3.0,7.0,16.0,45.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,14,49542.228032645384,102.22973977467691,UK,none,35,hybrid,True
4,102.0,239.0,587.0,1386.0,3250.0,6801.0,0.0,57.0,205.0,499.0,1176.0,2665.0,0.0,2.0,9.0,21.0,53.0,119.0,0.0,0.0,4.0,9.0,14.0,34.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,14,49542.228032645384,102.22973977467691,UK,none,35,hybrid,True
5,102.0,237.0,581.0,1406.0,3269.0,6950.0,0.0,55.0,181.0,478.0,1165.0,2660.0,0.0,5.0,11.0,20.0,51.0,141.0,0.0,0.0,1.0,3.0,13.0,32.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,14,49542.228032645384,102.22973977467691,UK,none,35,hybrid,True
6,102.0,235.0,612.0,1392.0,3147.0,6605.0,0.0,66.0,214.0,519.0,1148.0,2551.0,0.0,1.0,8.0,26.0,50.0,122.0,0.0,0.0,2.0,6.0,13.0,37.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,14,49542.228032645384,102.22973977467691,UK,none,35,hybrid,True
7,102.0,207.0,537.0,1173.0,2533.0,5460.0,0.0,66.0,188.0,444.0,953.0,2158.0,0.0,3.0,8.0,22.0,54.0,120.0,0.0,0.0,2.0,7.0,15.0,36.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,14,49542.228032645384,102.22973977467691,UK,none,35,hybrid,True
8,102.0,235.0,637.0,1499.0,3388.0,7368.0,0.0,63.0,195.0,526.0,1220.0,2824.0,0.0,0.0,9.0,24.0,53.0,115.0,0.0,0.0,3.0,9.0,15.0,31.0,0.0,0.0,0.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,14,49542.228032645384,102.22973977467691,UK,none,35,hybrid,True
9,102.0,260.0,710.0,1834.0,4291.0,9074.0,0.0,55.0,223.0,618.0,1526.0,3525.0,0.0,0.0,8.0,26.0,66.0,178.0,0.0,0.0,3.0,8.0,26.0,52.0,0.0,0.0,0.0,1.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,14,49542.228032645384,102.22973977467691,UK,none,35,hybrid,True
0,104.0,155.0,207.0,228.0,239.0,243.0,0.0,60.0,107.0,127.0,143.0,145.0,0.0,1.0,6.0,11.0,11.0,12.0,0.0,0.0,1.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,49887.0,49887.0,49887.0,49887.0,49887.0,49887.0,14,49887.901503982626,104.65816315428117,UK,pfizer,35,hybrid,True
1,104.0,154.0,194.0,214.0,221.0,222.0,0.0,71.0,116.0,136.0,146.0,149.0,0.0,1.0,10.0,14.0,14.0,14.0,0.0,0.0,4.0,7.0,7.0,7.0,0.0,0.0,0.0,1.0,1.0,1.0,49887.0,49887.0,49887.0,49887.0,49887.0,49887.0,14,49887.901503982626,104.65816315428117,UK,pfizer,35,hybrid,True
2,104.0,149.0,199.0,216.0,222.0,224.0,0.0,60.0,106.0,124.0,135.0,137.0,0.0,0.0,4.0,6.0,7.0,8.0,0.0,0.0,2.0,3.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,49887.0,49887.0,49887.0,49887.0,49887.0,49887.0,14,49887.901503982626,104.65816315428117,UK,pfizer,35,hybrid,True
3,104.0,138.0,178.0,194.0,201.0,203.0,0.0,60.0,87.0,108.0,112.0,115.0,0.0,0.0,3.0,7.0,7.0,8.0,0.0,0.0,1.0,3.0,3.0,3.0,0.0,0.0,0.0,1.0,1.0,1.0,49887.0,49887.0,49887.0,49887.0,49887.0,49887.0,14,49887.901503982626,104.65816315428117,UK,pfizer,35,hybrid,True
4,104.0,134.0,158.0,174.0,178.0,178.0,0.0,74.0,102.0,111.0,114.0,116.0,0.0,0.0,7.0,10.0,11.0,11.0,0.0,0.0,3.0,3.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,49887.0,49887.0,49887.0,49887.0,49887.0,49887.0,14,49887.901503982626,104.65816315428117,UK,pfizer,35,hybrid,True
5,104.0,155.0,186.0,209.0,212.0,214.0,0.0,66.0,101.0,120.0,130.0,131.0,0.0,0.0,5.0,8.0,10.0,10.0,0.0,0.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,1.0,1.0,1.0,49887.0,49887.0,49887.0,49887.0,49887.0,49887.0,14,49887.901503982626,104.65816315428117,UK,pfizer,35,hybrid,True
6,104.0,154.0,192.0,211.0,216.0,216.0,0.0,68.0,112.0,128.0,137.0,137.0,0.0,1.0,5.0,6.0,7.0,9.0,0.0,0.0,2.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,49887.0,49887.0,49887.0,49887.0,49887.0,49887.0,14,49887.901503982626,104.65816315428117,UK,pfizer,35,hybrid,True
7,104.0,155.0,215.0,233.0,241.0,243.0,0.0,68.0,114.0,146.0,155.0,155.0,0.0,1.0,4.0,12.0,14.0,14.0,0.0,0.0,0.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,49887.0,49887.0,49887.0,49887.0,49887.0,49887.0,14,49887.901503982626,104.65816315428117,UK,pfizer,35,hybrid,True
8,104.0,146.0,188.0,210.0,215.0,216.0,0.0,59.0,102.0,121.0,132.0,132.0,0.0,0.0,5.0,5.0,6.0,9.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,49887.0,49887.0,49887.0,49887.0,49887.0,49887.0,14,49887.901503982626,104.65816315428117,UK,pfizer,35,hybrid,True
9,104.0,160.0,199.0,210.0,214.0,216.0,0.0,72.0,122.0,133.0,137.0,139.0,0.0,0.0,5.0,7.0,10.0,10.0,0.0,0.0,3.0,4.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,49887.0,49887.0,49887.0,49887.0,49887.0,49887.0,14,49887.901503982626,104.65816315428117,UK,pfizer,35,hybrid,True
0,92.0,216.0,650.0,1562.0,3574.0,7845.0,0.0,55.0,201.0,562.0,1324.0,3016.0,0.0,0.0,7.0,17.0,54.0,126.0,0.0,0.0,2.0,3.0,13.0,38.0,0.0,0.0,0.0,1.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,14,50634.10287562595,92.97105991589905,UK,none,35,hybrid,True
1,92.0,264.0,786.0,1897.0,4213.0,8755.0,0.0,69.0,231.0,671.0,1534.0,3454.0,0.0,1.0,7.0,27.0,81.0,158.0,0.0,0.0,2.0,7.0,18.0,48.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,14,50634.10287562595,92.97105991589905,UK,none,35,hybrid,True
2,92.0,192.0,490.0,1120.0,2458.0,5411.0,0.0,56.0,163.0,425.0,946.0,2064.0,0.0,1.0,2.0,18.0,38.0,102.0,0.0,0.0,1.0,5.0,15.0,35.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,14,50634.10287562595,92.97105991589905,UK,none,35,hybrid,True
3,92.0,199.0,487.0,1101.0,2499.0,5367.0,0.0,57.0,174.0,390.0,915.0,2063.0,0.0,1.0,1.0,10.0,38.0,98.0,0.0,0.0,0.0,1.0,10.0,26.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,14,50634.10287562595,92.97105991589905,UK,none,35,hybrid,True
4,92.0,214.0,610.0,1554.0,3681.0,8170.0,0.0,54.0,184.0,516.0,1312.0,3050.0,0.0,1.0,8.0,26.0,66.0,147.0,0.0,0.0,1.0,7.0,20.0,41.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,14,50634.10287562595,92.97105991589905,UK,none,35,hybrid,True
5,92.0,229.0,645.0,1684.0,3875.0,8182.0,0.0,61.0,204.0,545.0,1423.0,3274.0,0.0,2.0,10.0,27.0,68.0,149.0,0.0,1.0,7.0,13.0,24.0,38.0,0.0,0.0,0.0,1.0,4.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,14,50634.10287562595,92.97105991589905,UK,none,35,hybrid,True
6,92.0,207.0,537.0,1292.0,2929.0,6253.0,0.0,59.0,155.0,430.0,1075.0,2343.0,0.0,1.0,4.0,16.0,47.0,117.0,0.0,0.0,1.0,4.0,14.0,37.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,14,50634.10287562595,92.97105991589905,UK,none,35,hybrid,True
7,92.0,177.0,385.0,899.0,2055.0,4645.0,0.0,57.0,151.0,333.0,793.0,1724.0,0.0,1.0,6.0,15.0,37.0,81.0,0.0,0.0,0.0,3.0,10.0,18.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,14,50634.10287562595,92.97105991589905,UK,none,35,hybrid,True
8,92.0,204.0,489.0,1195.0,2818.0,6192.0,0.0,56.0,163.0,438.0,999.0,2360.0,0.0,0.0,13.0,32.0,62.0,114.0,0.0,0.0,5.0,8.0,16.0,27.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,14,50634.10287562595,92.97105991589905,UK,none,35,hybrid,True
9,92.0,259.0,804.0,2033.0,4707.0,9702.0,0.0,71.0,238.0,699.0,1730.0,3882.0,0.0,1.0,13.0,29.0,86.0,215.0,0.0,0.0,6.0,13.0,27.0,67.0,0.0,0.0,0.0,2.0,6.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,14,50634.10287562595,92.97105991589905,UK,none,35,hybrid,True
0,97.0,124.0,163.0,171.0,178.0,179.0,0.0,58.0,86.0,97.0,99.0,103.0,0.0,3.0,7.0,10.0,10.0,10.0,0.0,0.0,2.0,3.0,4.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,49163.0,49163.0,49163.0,49163.0,49163.0,49163.0,14,49163.29560664656,97.23579732993963,UK,pfizer,35,hybrid,True
1,97.0,139.0,178.0,188.0,191.0,191.0,0.0,60.0,94.0,113.0,119.0,119.0,0.0,1.0,4.0,4.0,4.0,4.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,49163.0,49163.0,49163.0,49163.0,49163.0,49163.0,14,49163.29560664656,97.23579732993963,UK,pfizer,35,hybrid,True
2,97.0,130.0,168.0,186.0,189.0,193.0,0.0,49.0,79.0,99.0,105.0,106.0,0.0,0.0,5.0,6.0,6.0,6.0,0.0,0.0,2.0,3.0,3.0,3.0,0.0,0.0,0.0,1.0,3.0,3.0,49163.0,49163.0,49163.0,49163.0,49163.0,49163.0,14,49163.29560664656,97.23579732993963,UK,pfizer,35,hybrid,True
3,97.0,123.0,163.0,181.0,188.0,188.0,0.0,54.0,84.0,95.0,103.0,106.0,0.0,0.0,7.0,10.0,11.0,12.0,0.0,0.0,4.0,7.0,8.0,8.0,0.0,0.0,0.0,1.0,2.0,5.0,49163.0,49163.0,49163.0,49163.0,49163.0,49163.0,14,49163.29560664656,97.23579732993963,UK,pfizer,35,hybrid,True
4,97.0,136.0,165.0,181.0,187.0,188.0,0.0,53.0,93.0,106.0,113.0,116.0,0.0,0.0,6.0,10.0,10.0,11.0,0.0,0.0,1.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,49163.0,49163.0,49163.0,49163.0,49163.0,49163.0,14,49163.29560664656,97.23579732993963,UK,pfizer,35,hybrid,True
5,97.0,132.0,156.0,166.0,170.0,171.0,0.0,56.0,98.0,107.0,111.0,112.0,0.0,0.0,4.0,8.0,8.0,8.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,49163.0,49163.0,49163.0,49163.0,49163.0,49163.0,14,49163.29560664656,97.23579732993963,UK,pfizer,35,hybrid,True
6,97.0,140.0,197.0,222.0,237.0,239.0,0.0,55.0,88.0,120.0,131.0,138.0,0.0,1.0,9.0,10.0,13.0,14.0,0.0,0.0,2.0,2.0,2.0,3.0,0.0,0.0,0.0,1.0,1.0,1.0,49163.0,49163.0,49163.0,49163.0,49163.0,49163.0,14,49163.29560664656,97.23579732993963,UK,pfizer,35,hybrid,True
7,97.0,130.0,162.0,174.0,178.0,178.0,0.0,58.0,81.0,95.0,106.0,106.0,0.0,0.0,6.0,8.0,9.0,10.0,0.0,0.0,4.0,5.0,6.0,6.0,0.0,0.0,0.0,0.0,1.0,1.0,49163.0,49163.0,49163.0,49163.0,49163.0,49163.0,14,49163.29560664656,97.23579732993963,UK,pfizer,35,hybrid,True
8,97.0,134.0,167.0,180.0,182.0,183.0,0.0,56.0,91.0,106.0,110.0,111.0,0.0,1.0,3.0,5.0,6.0,6.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,49163.0,49163.0,49163.0,49163.0,49163.0,49163.0,14,49163.29560664656,97.23579732993963,UK,pfizer,35,hybrid,True
9,97.0,143.0,190.0,215.0,221.0,224.0,0.0,61.0,97.0,124.0,131.0,134.0,0.0,3.0,10.0,13.0,14.0,15.0,0.0,0.0,2.0,5.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,49163.0,49163.0,49163.0,49163.0,49163.0,49163.0,14,49163.29560664656,97.23579732993963,UK,pfizer,35,hybrid,True
0,98.0,256.0,638.0,1562.0,3522.0,7594.0,0.0,65.0,208.0,551.0,1349.0,2968.0,0.0,0.0,4.0,18.0,53.0,140.0,0.0,0.0,1.0,4.0,15.0,34.0,0.0,0.0,0.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,14,49854.70702560092,98.97232709609032,UK,none,35,hybrid,True
1,98.0,226.0,541.0,1319.0,3044.0,6777.0,0.0,67.0,192.0,459.0,1105.0,2545.0,0.0,0.0,7.0,23.0,51.0,127.0,0.0,0.0,2.0,7.0,13.0,33.0,0.0,0.0,0.0,0.0,4.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,14,49854.70702560092,98.97232709609032,UK,none,35,hybrid,True
2,98.0,206.0,477.0,1005.0,2247.0,4821.0,0.0,63.0,173.0,382.0,829.0,1834.0,0.0,2.0,5.0,14.0,42.0,102.0,0.0,0.0,1.0,2.0,10.0,21.0,0.0,0.0,0.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,14,49854.70702560092,98.97232709609032,UK,none,35,hybrid,True
3,98.0,245.0,623.0,1451.0,3270.0,7000.0,0.0,54.0,194.0,510.0,1203.0,2650.0,0.0,3.0,8.0,24.0,56.0,140.0,0.0,0.0,4.0,8.0,18.0,41.0,0.0,0.0,0.0,1.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,14,49854.70702560092,98.97232709609032,UK,none,35,hybrid,True
4,98.0,180.0,454.0,1025.0,2155.0,4435.0,0.0,57.0,161.0,415.0,851.0,1796.0,0.0,1.0,6.0,18.0,39.0,103.0,0.0,0.0,2.0,5.0,8.0,25.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,14,49854.70702560092,98.97232709609032,UK,none,35,hybrid,True
5,98.0,200.0,499.0,1172.0,2772.0,6233.0,0.0,57.0,143.0,394.0,959.0,2322.0,0.0,2.0,8.0,19.0,45.0,97.0,0.0,0.0,1.0,2.0,12.0,26.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,14,49854.70702560092,98.97232709609032,UK,none,35,hybrid,True
6,98.0,202.0,493.0,1119.0,2458.0,5290.0,0.0,56.0,181.0,416.0,895.0,2050.0,0.0,1.0,7.0,20.0,42.0,95.0,0.0,0.0,1.0,7.0,13.0,32.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,14,49854.70702560092,98.97232709609032,UK,none,35,hybrid,True
7,98.0,239.0,649.0,1406.0,3184.0,6816.0,0.0,70.0,228.0,573.0,1219.0,2629.0,0.0,1.0,7.0,22.0,60.0,152.0,0.0,0.0,0.0,4.0,17.0,41.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,14,49854.70702560092,98.97232709609032,UK,none,35,hybrid,True
8,98.0,252.0,687.0,1539.0,3349.0,7023.0,0.0,64.0,189.0,550.0,1291.0,2755.0,0.0,1.0,8.0,18.0,53.0,135.0,0.0,0.0,3.0,5.0,14.0,37.0,0.0,0.0,0.0,2.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,14,49854.70702560092,98.97232709609032,UK,none,35,hybrid,True
9,98.0,269.0,697.0,1688.0,3924.0,8609.0,0.0,66.0,245.0,658.0,1452.0,3329.0,0.0,3.0,14.0,33.0,82.0,174.0,0.0,1.0,3.0,10.0,18.0,43.0,0.0,0.0,0.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,14,49854.70702560092,98.97232709609032,UK,none,35,hybrid,True
0,100.0,211.0,504.0,1171.0,2564.0,5342.0,0.0,63.0,172.0,429.0,972.0,2070.0,0.0,2.0,9.0,20.0,46.0,96.0,0.0,1.0,2.0,4.0,13.0,27.0,0.0,0.0,0.0,2.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,14,50579.372748528804,100.324458282282,UK,none,35,hybrid,True
1,100.0,240.0,647.0,1637.0,3688.0,7653.0,0.0,69.0,212.0,560.0,1387.0,2982.0,0.0,0.0,8.0,22.0,55.0,149.0,0.0,0.0,3.0,7.0,13.0,29.0,0.0,0.0,0.0,1.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,14,50579.372748528804,100.324458282282,UK,none,35,hybrid,True
2,100.0,215.0,527.0,1223.0,2677.0,5765.0,0.0,63.0,198.0,456.0,1021.0,2198.0,0.0,0.0,9.0,22.0,58.0,113.0,0.0,0.0,3.0,10.0,21.0,42.0,0.0,0.0,0.0,1.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,14,50579.372748528804,100.324458282282,UK,none,35,hybrid,True
3,100.0,234.0,716.0,1830.0,4372.0,9253.0,0.0,65.0,207.0,598.0,1512.0,3539.0,0.0,0.0,3.0,12.0,61.0,176.0,0.0,0.0,1.0,3.0,14.0,45.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,14,50579.372748528804,100.324458282282,UK,none,35,hybrid,True
4,100.0,240.0,608.0,1429.0,3326.0,7301.0,0.0,65.0,210.0,516.0,1211.0,2780.0,0.0,0.0,7.0,22.0,57.0,136.0,0.0,0.0,3.0,6.0,14.0,38.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,14,50579.372748528804,100.324458282282,UK,none,35,hybrid,True
5,100.0,240.0,601.0,1416.0,3239.0,6958.0,0.0,58.0,191.0,485.0,1163.0,2656.0,0.0,1.0,9.0,23.0,46.0,99.0,0.0,1.0,4.0,6.0,14.0,28.0,0.0,0.0,0.0,2.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,14,50579.372748528804,100.324458282282,UK,none,35,hybrid,True
6,100.0,255.0,811.0,2130.0,4829.0,9999.0,0.0,58.0,231.0,689.0,1777.0,3992.0,0.0,0.0,9.0,30.0,70.0,179.0,0.0,0.0,1.0,9.0,17.0,45.0,0.0,0.0,0.0,0.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,14,50579.372748528804,100.324458282282,UK,none,35,hybrid,True
7,100.0,291.0,740.0,1733.0,3809.0,8146.0,0.0,62.0,249.0,628.0,1440.0,3190.0,0.0,0.0,6.0,21.0,74.0,163.0,0.0,0.0,1.0,4.0,15.0,45.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,14,50579.372748528804,100.324458282282,UK,none,35,hybrid,True
8,100.0,270.0,820.0,1974.0,4696.0,9955.0,0.0,73.0,249.0,692.0,1704.0,3935.0,0.0,1.0,11.0,24.0,83.0,185.0,0.0,0.0,4.0,10.0,22.0,59.0,0.0,0.0,0.0,2.0,4.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,14,50579.372748528804,100.324458282282,UK,none,35,hybrid,True
9,100.0,227.0,664.0,1651.0,3791.0,8397.0,0.0,65.0,213.0,581.0,1423.0,3240.0,0.0,0.0,9.0,30.0,67.0,163.0,0.0,0.0,1.0,7.0,15.0,43.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,14,50579.372748528804,100.324458282282,UK,none,35,hybrid,True
0,103.0,158.0,210.0,241.0,249.0,250.0,0.0,67.0,116.0,139.0,153.0,154.0,0.0,4.0,14.0,18.0,21.0,21.0,0.0,0.0,4.0,4.0,4.0,5.0,0.0,0.0,0.0,1.0,2.0,2.0,50060.0,50060.0,50060.0,50060.0,50060.0,50060.0,14,50060.3040142154,103.87583366373923,UK,pfizer,35,hybrid,True
1,103.0,142.0,177.0,193.0,197.0,199.0,0.0,61.0,95.0,115.0,125.0,126.0,0.0,1.0,6.0,9.0,11.0,12.0,0.0,0.0,1.0,1.0,3.0,3.0,0.0,0.0,0.0,1.0,1.0,1.0,50060.0,50060.0,50060.0,50060.0,50060.0,50060.0,14,50060.3040142154,103.87583366373923,UK,pfizer,35,hybrid,True
2,103.0,130.0,149.0,160.0,164.0,164.0,0.0,61.0,86.0,96.0,104.0,104.0,0.0,1.0,5.0,7.0,7.0,8.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,50060.0,50060.0,50060.0,50060.0,50060.0,50060.0,14,50060.3040142154,103.87583366373923,UK,pfizer,35,hybrid,True
