,cum_infections_1,cum_infections_2,cum_infections_3,cum_infections_4,cum_infections_5,cum_infections_6,cum_symptomatic_1,cum_symptomatic_2,cum_symptomatic_3,cum_symptomatic_4,cum_symptomatic_5,cum_symptomatic_6,cum_severe_1,cum_severe_2,cum_severe_3,cum_severe_4,cum_severe_5,cum_severe_6,cum_critical_1,cum_critical_2,cum_critical_3,cum_critical_4,cum_critical_5,cum_critical_6,cum_deaths_1,cum_deaths_2,cum_deaths_3,cum_deaths_4,cum_deaths_5,cum_deaths_6,cum_vaccinated_1,cum_vaccinated_2,cum_vaccinated_3,cum_vaccinated_4,cum_vaccinated_5,cum_vaccinated_6,quar_period,pop_size,pop_infected,location,interventions,n_days,pop_type,use_waning
0,96.0,142.0,182.0,200.0,203.0,205.0,0.0,60.0,110.0,125.0,135.0,137.0,0.0,1.0,8.0,9.0,11.0,13.0,0.0,0.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,49048.0,49048.0,49048.0,49048.0,49048.0,49048.0,14,49048.62823704378,96.89384304340543,UK,pfizer,35,hybrid,True
1,96.0,132.0,171.0,180.0,182.0,183.0,0.0,60.0,99.0,116.0,119.0,120.0,0.0,0.0,5.0,9.0,11.0,12.0,0.0,0.0,1.0,1.0,3.0,3.0,0.0,0.0,0.0,1.0,1.0,1.0,49048.0,49048.0,49048.0,49048.0,49048.0,49048.0,14,49048.62823704378,96.89384304340543,UK,pfizer,35,hybrid,True
2,96.0,124.0,155.0,164.0,166.0,167.0,0.0,55.0,85.0,101.0,102.0,103.0,0.0,1.0,8.0,10.0,11.0,11.0,0.0,0.0,2.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.0,49048.0,49048.0,49048.0,49048.0,49048.0,49048.0,14,49048.62823704378,96.89384304340543,UK,pfizer,35,hybrid,True
3,96.0,124.0,146.0,161.0,164.0,164.0,0.0,65.0,85.0,100.0,109.0,110.0,0.0,0.0,8.0,9.0,12.0,14.0,0.0,0.0,2.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,49048.0,49048.0,49048.0,49048.0,49048.0,49048.0,14,49048.62823704378,96.89384304340543,UK,pfizer,35,hybrid,True
4,96.0,140.0,171.0,188.0,191.0,192.0,0.0,46.0,91.0,107.0,117.0,117.0,0.0,1.0,5.0,7.0,10.0,11.0,0.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,49048.0,49048.0,49048.0,49048.0,49048.0,49048.0,14,49048.62823704378,96.89384304340543,UK,pfizer,35,hybrid,True
5,96.0,121.0,150.0,164.0,167.0,167.0,0.0,46.0,78.0,93.0,101.0,104.0,0.0,0.0,1.0,5.0,6.0,6.0,0.0,0.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,49048.0,49048.0,49048.0,49048.0,49048.0,49048.0,14,49048.62823704378,96.89384304340543,UK,pfizer,35,hybrid,True
6,96.0,131.0,161.0,172.0,174.0,175.0,0.0,61.0,92.0,107.0,109.0,109.0,0.0,2.0,7.0,12.0,13.0,14.0,0.0,0.0,1.0,4.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0,49048.0,49048.0,49048.0,49048.0,49048.0,49048.0,14,49048.62823704378,96.89384304340543,UK,pfizer,35,hybrid,True
7,96.0,129.0,174.0,191.0,197.0,199.0,0.0,51.0,91.0,110.0,116.0,120.0,0.0,1.0,7.0,9.0,11.0,13.0,0.0,0.0,0.0,2.0,4.0,5.0,0.0,0.0,0.0,1.0,1.0,1.0,49048.0,49048.0,49048.0,49048.0,49048.0,49048.0,14,49048.62823704378,96.89384304340543,UK,pfizer,35,hybrid,True
8,96.0,129.0,152.0,158.0,160.0,160.0,0.0,60.0,86.0,94.0,97.0,98.0,0.0,0.0,7.0,12.0,12.0,12.0,0.0,0.0,2.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,2.0,3.0,49048.0,49048.0,49048.0,49048.0,49048.0,49048.0,14,49048.62823704378,96.89384304340543,UK,pfizer,35,hybrid,True
9,96.0,146.0,197.0,217.0,220.0,220.0,0.0,60.0,104.0,129.0,134.0,136.0,0.0,1.0,6.0,10.0,10.0,11.0,0.0,0.0,2.0,4.0,5.0,5.0,0.0,0.0,0.0,1.0,1.0,3.0,49048.0,49048.0,49048.0,49048.0,49048.0,49048.0,14,49048.62823704378,96.89384304340543,UK,pfizer,35,hybrid,True
0,96.0,218.0,568.0,1522.0,3603.0,7830.0,0.0,51.0,181.0,491.0,1284.0,2963.0,0.0,0.0,6.0,19.0,51.0,137.0,0.0,0.0,1.0,4.0,13.0,35.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,14,51122.793131383674,96.8443245800313,UK,none,35,hybrid,True
1,96.0,256.0,701.0,1713.0,3882.0,8168.0,0.0,67.0,225.0,609.0,1429.0,3198.0,0.0,1.0,5.0,22.0,68.0,161.0,0.0,1.0,1.0,5.0,16.0,40.0,0.0,0.0,0.0,1.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,14,51122.793131383674,96.8443245800313,UK,none,35,hybrid,True
2,96.0,209.0,564.0,1491.0,3549.0,7903.0,0.0,57.0,177.0,463.0,1250.0,2927.0,0.0,0.0,3.0,22.0,54.0,140.0,0.0,0.0,0.0,6.0,13.0,42.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,14,51122.793131383674,96.8443245800313,UK,none,35,hybrid,True
3,96.0,239.0,661.0,1507.0,3407.0,7115.0,0.0,60.0,201.0,553.0,1269.0,2758.0,0.0,0.0,7.0,22.0,57.0,142.0,0.0,0.0,1.0,4.0,10.0,31.0,0.0,0.0,0.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,14,51122.793131383674,96.8443245800313,UK,none,35,hybrid,True
4,96.0,243.0,637.0,1504.0,3535.0,7413.0,0.0,64.0,224.0,559.0,1315.0,2945.0,0.0,2.0,9.0,26.0,57.0,130.0,0.0,0.0,2.0,7.0,21.0,35.0,0.0,0.0,0.0,1.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,14,51122.793131383674,96.8443245800313,UK,none,35,hybrid,True
5,96.0,220.0,518.0,1187.0,2688.0,6031.0,0.0,68.0,180.0,412.0,988.0,2310.0,0.0,1.0,8.0,18.0,36.0,101.0,0.0,1.0,2.0,7.0,11.0,23.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,14,51122.793131383674,96.8443245800313,UK,none,35,hybrid,True
6,96.0,222.0,612.0,1612.0,3838.0,8509.0,0.0,60.0,197.0,540.0,1376.0,3259.0,0.0,2.0,8.0,23.0,66.0,144.0,0.0,0.0,1.0,6.0,20.0,50.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,14,51122.793131383674,96.8443245800313,UK,none,35,hybrid,True
7,96.0,225.0,575.0,1263.0,2831.0,6078.0,0.0,60.0,187.0,473.0,1074.0,2347.0,0.0,1.0,5.0,14.0,38.0,101.0,0.0,0.0,0.0,5.0,10.0,26.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,14,51122.793131383674,96.8443245800313,UK,none,35,hybrid,True
8,96.0,223.0,616.0,1476.0,3460.0,7676.0,0.0,57.0,194.0,547.0,1276.0,2904.0,0.0,1.0,6.0,26.0,58.0,141.0,0.0,0.0,3.0,10.0,18.0,38.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,14,51122.793131383674,96.8443245800313,UK,none,35,hybrid,True
9,96.0,202.0,510.0,1196.0,2702.0,5827.0,0.0,64.0,181.0,431.0,1018.0,2269.0,0.0,1.0,4.0,20.0,50.0,123.0,0.0,0.0,1.0,3.0,11.0,28.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,14,51122.793131383674,96.8443245800313,UK,none,35,hybrid,True
0,103.0,229.0,607.0,1495.0,3387.0,7366.0,0.0,66.0,199.0,503.0,1253.0,2795.0,0.0,1.0,6.0,22.0,50.0,140.0,0.0,0.0,0.0,2.0,9.0,34.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,14,50228.09135892619,103.78694144254099,UK,none,35,hybrid,True
1,103.0,241.0,694.0,1704.0,3658.0,8009.0,0.0,63.0,222.0,616.0,1435.0,3037.0,0.0,0.0,10.0,20.0,61.0,142.0,0.0,0.0,3.0,4.0,13.0,44.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,14,50228.09135892619,103.78694144254099,UK,none,35,hybrid,True
2,103.0,214.0,558.0,1394.0,3332.0,7396.0,0.0,64.0,181.0,480.0,1189.0,2769.0,0.0,3.0,6.0,20.0,58.0,134.0,0.0,2.0,2.0,4.0,16.0,40.0,0.0,0.0,2.0,2.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,14,50228.09135892619,103.78694144254099,UK,none,35,hybrid,True
3,103.0,221.0,547.0,1190.0,2528.0,5449.0,0.0,59.0,166.0,423.0,975.0,2106.0,0.0,0.0,9.0,24.0,57.0,121.0,0.0,0.0,0.0,5.0,18.0,39.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,14,50228.09135892619,103.78694144254099,UK,none,35,hybrid,True
4,103.0,261.0,729.0,1728.0,4135.0,9029.0,0.0,63.0,215.0,609.0,1512.0,3408.0,0.0,0.0,10.0,29.0,67.0,147.0,0.0,0.0,0.0,6.0,13.0,39.0,0.0,0.0,0.0,1.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,14,50228.09135892619,103.78694144254099,UK,none,35,hybrid,True
5,103.0,229.0,586.0,1386.0,3229.0,7062.0,0.0,63.0,183.0,475.0,1172.0,2680.0,0.0,0.0,3.0,14.0,50.0,125.0,0.0,0.0,1.0,6.0,18.0,35.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,14,50228.09135892619,103.78694144254099,UK,none,35,hybrid,True
6,103.0,237.0,655.0,1633.0,3886.0,8383.0,0.0,71.0,214.0,569.0,1426.0,3257.0,0.0,0.0,8.0,33.0,75.0,166.0,0.0,0.0,3.0,10.0,20.0,49.0,0.0,0.0,0.0,0.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,14,50228.09135892619,103.78694144254099,UK,none,35,hybrid,True
7,103.0,257.0,675.0,1630.0,3872.0,8445.0,0.0,64.0,206.0,550.0,1350.0,3161.0,0.0,1.0,4.0,20.0,57.0,144.0,0.0,0.0,0.0,3.0,14.0,37.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,14,50228.09135892619,103.78694144254099,UK,none,35,hybrid,True
8,103.0,248.0,722.0,1801.0,4200.0,9358.0,0.0,66.0,222.0,646.0,1525.0,3544.0,0.0,1.0,7.0,30.0,73.0,167.0,0.0,0.0,2.0,6.0,17.0,37.0,0.0,0.0,0.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,14,50228.09135892619,103.78694144254099,UK,none,35,hybrid,True
9,103.0,272.0,773.0,2012.0,4545.0,9675.0,0.0,65.0,250.0,658.0,1649.0,3756.0,0.0,0.0,7.0,31.0,75.0,195.0,0.0,0.0,2.0,8.0,23.0,54.0,0.0,0.0,0.0,1.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,14,50228.09135892619,103.78694144254099,UK,none,35,hybrid,True
0,105.0,242.0,694.0,1633.0,3657.0,7872.0,0.0,62.0,220.0,578.0,1342.0,3010.0,0.0,0.0,5.0,19.0,59.0,151.0,0.0,0.0,2.0,7.0,17.0,44.0,0.0,0.0,0.0,1.0,5.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,14,50466.86743240247,105.116426345419,UK,none,35,hybrid,True
1,105.0,195.0,456.0,1060.0,2475.0,5285.0,0.0,62.0,179.0,391.0,882.0,2042.0,0.0,0.0,4.0,17.0,42.0,97.0,0.0,0.0,1.0,8.0,12.0,26.0,0.0,0.0,0.0,2.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,14,50466.86743240247,105.116426345419,UK,none,35,hybrid,True
2,105.0,196.0,483.0,1117.0,2590.0,5872.0,0.0,68.0,171.0,410.0,925.0,2194.0,0.0,0.0,11.0,23.0,44.0,104.0,0.0,0.0,4.0,7.0,12.0,30.0,0.0,0.0,0.0,1.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,14,50466.86743240247,105.116426345419,UK,none,35,hybrid,True
3,105.0,223.0,651.0,1540.0,3574.0,7785.0,0.0,69.0,204.0,552.0,1277.0,2943.0,0.0,0.0,5.0,21.0,63.0,136.0,0.0,0.0,1.0,7.0,20.0,43.0,0.0,0.0,0.0,1.0,3.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,14,50466.86743240247,105.116426345419,UK,none,35,hybrid,True
4,105.0,242.0,666.0,1609.0,3844.0,8333.0,0.0,62.0,211.0,550.0,1337.0,3153.0,0.0,0.0,9.0,24.0,59.0,129.0,0.0,0.0,1.0,6.0,15.0,31.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,14,50466.86743240247,105.116426345419,UK,none,35,hybrid,True
5,105.0,299.0,733.0,1797.0,4071.0,8793.0,0.0,62.0,214.0,602.0,1439.0,3332.0,0.0,1.0,8.0,24.0,58.0,146.0,0.0,0.0,2.0,4.0,11.0,35.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,14,50466.86743240247,105.116426345419,UK,none,35,hybrid,True
6,105.0,211.0,541.0,1237.0,2865.0,6196.0,0.0,70.0,193.0,454.0,1038.0,2307.0,0.0,1.0,5.0,17.0,40.0,108.0,0.0,0.0,0.0,4.0,10.0,27.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,14,50466.86743240247,105.116426345419,UK,none,35,hybrid,True
7,105.0,272.0,678.0,1538.0,3395.0,7249.0,0.0,72.0,228.0,567.0,1236.0,2813.0,0.0,0.0,11.0,27.0,59.0,132.0,0.0,0.0,4.0,11.0,19.0,42.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,14,50466.86743240247,105.116426345419,UK,none,35,hybrid,True
8,105.0,212.0,472.0,1048.0,2429.0,5695.0,0.0,62.0,172.0,389.0,861.0,2078.0,0.0,0.0,7.0,32.0,51.0,101.0,0.0,0.0,3.0,6.0,16.0,34.0,0.0,0.0,0.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,14,50466.86743240247,105.116426345419,UK,none,35,hybrid,True
9,105.0,248.0,658.0,1504.0,3494.0,7586.0,0.0,71.0,221.0,511.0,1210.0,2849.0,0.0,2.0,8.0,21.0,54.0,144.0,0.0,0.0,3.0,5.0,17.0,36.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,14,50466.86743240247,105.116426345419,UK,none,35,hybrid,True
0,98.0,149.0,187.0,195.0,202.0,202.0,0.0,63.0,102.0,114.0,119.0,123.0,0.0,0.0,4.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,47498.0,47498.0,47498.0,47498.0,47498.0,47498.0,14,47498.64537244812,98.22358130798851,UK,pfizer,35,hybrid,True
1,98.0,143.0,181.0,197.0,204.0,205.0,0.0,64.0,108.0,125.0,128.0,131.0,0.0,2.0,5.0,9.0,10.0,11.0,0.0,1.0,3.0,4.0,4.0,5.0,0.0,0.0,0.0,1.0,2.0,2.0,47498.0,47498.0,47498.0,47498.0,47498.0,47498.0,14,47498.64537244812,98.22358130798851,UK,pfizer,35,hybrid,True
2,98.0,138.0,180.0,198.0,203.0,206.0,0.0,57.0,94.0,112.0,122.0,124.0,0.0,0.0,2.0,4.0,5.0,6.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,47498.0,47498.0,47498.0,47498.0,47498.0,47498.0,14,47498.64537244812,98.22358130798851,UK,pfizer,35,hybrid,True
3,98.0,137.0,169.0,192.0,200.0,204.0,0.0,57.0,95.0,110.0,115.0,117.0,0.0,1.0,3.0,6.0,7.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47498.0,47498.0,47498.0,47498.0,47498.0,47498.0,14,47498.64537244812,98.22358130798851,UK,pfizer,35,hybrid,True
4,98.0,140.0,194.0,216.0,222.0,222.0,0.0,64.0,104.0,125.0,134.0,137.0,0.0,0.0,1.0,5.0,6.0,7.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,47498.0,47498.0,47498.0,47498.0,47498.0,47498.0,14,47498.64537244812,98.22358130798851,UK,pfizer,35,hybrid,True
5,98.0,128.0,152.0,164.0,165.0,165.0,0.0,63.0,94.0,102.0,106.0,106.0,0.0,0.0,5.0,6.0,6.0,6.0,0.0,0.0,3.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,47498.0,47498.0,47498.0,47498.0,47498.0,47498.0,14,47498.64537244812,98.22358130798851,UK,pfizer,35,hybrid,True
6,98.0,130.0,172.0,195.0,200.0,202.0,0.0,62.0,96.0,114.0,125.0,129.0,0.0,2.0,6.0,8.0,10.0,10.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,47498.0,47498.0,47498.0,47498.0,47498.0,47498.0,14,47498.64537244812,98.22358130798851,UK,pfizer,35,hybrid,True
7,98.0,148.0,190.0,204.0,207.0,208.0,0.0,57.0,92.0,109.0,114.0,116.0,0.0,2.0,7.0,13.0,13.0,13.0,0.0,0.0,3.0,5.0,5.0,5.0,0.0,0.0,0.0,1.0,3.0,4.0,47498.0,47498.0,47498.0,47498.0,47498.0,47498.0,14,47498.64537244812,98.22358130798851,UK,pfizer,35,hybrid,True
8,98.0,147.0,191.0,222.0,230.0,235.0,0.0,62.0,99.0,119.0,137.0,139.0,0.0,1.0,8.0,11.0,13.0,14.0,0.0,1.0,3.0,4.0,5.0,6.0,0.0,0.0,0.0,0.0,2.0,2.0,47498.0,47498.0,47498.0,47498.0,47498.0,47498.0,14,47498.64537244812,98.22358130798851,UK,pfizer,35,hybrid,True
9,98.0,143.0,184.0,206.0,214.0,216.0,0.0,61.0,96.0,119.0,129.0,131.0,0.0,0.0,5.0,8.0,9.0,9.0,0.0,0.0,1.0,2.0,3.0,3.0,0.0,0.0,0.0,1.0,1.0,1.0,47498.0,47498.0,47498.0,47498.0,47498.0,47498.0,14,47498.64537244812,98.22358130798851,UK,pfizer,35,hybrid,True
0,94.0,136.0,177.0,194.0,205.0,205.0,0.0,62.0,94.0,116.0,121.0,123.0,0.0,0.0,7.0,12.0,13.0,13.0,0.0,0.0,1.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,2.0,49359.0,49359.0,49359.0,49359.0,49359.0,49359.0,14,49359.89107023714,94.4588503619826,UK,pfizer,35,hybrid,True
1,94.0,137.0,161.0,167.0,167.0,167.0,0.0,63.0,86.0,90.0,92.0,92.0,0.0,1.0,5.0,6.0,6.0,6.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,49359.0,49359.0,49359.0,49359.0,49359.0,49359.0,14,49359.89107023714,94.4588503619826,UK,pfizer,35,hybrid,True
2,94.0,132.0,178.0,189.0,195.0,196.0,0.0,48.0,94.0,116.0,122.0,124.0,0.0,0.0,4.0,8.0,9.0,9.0,0.0,0.0,3.0,3.0,4.0,4.0,0.0,0.0,0.0,0.0,1.0,2.0,49359.0,49359.0,49359.0,49359.0,49359.0,49359.0,14,49359.89107023714,94.4588503619826,UK,pfizer,35,hybrid,True
3,94.0,120.0,157.0,171.0,178.0,179.0,0.0,65.0,87.0,100.0,106.0,108.0,0.0,3.0,9.0,10.0,11.0,12.0,0.0,0.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,1.0,2.0,2.0,49359.0,49359.0,49359.0,49359.0,49359.0,49359.0,14,49359.89107023714,94.4588503619826,UK,pfizer,35,hybrid,True
4,94.0,128.0,160.0,175.0,180.0,180.0,0.0,60.0,91.0,103.0,109.0,111.0,0.0,3.0,8.0,9.0,10.0,10.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,2.0,49359.0,49359.0,49359.0,49359.0,49359.0,49359.0,14,49359.89107023714,94.4588503619826,UK,pfizer,35,hybrid,True
5,94.0,126.0,150.0,162.0,164.0,164.0,0.0,42.0,74.0,88.0,93.0,93.0,0.0,0.0,3.0,7.0,8.0,9.0,0.0,0.0,2.0,3.0,3.0,3.0,0.0,0.0,0.0,1.0,1.0,1.0,49359.0,49359.0,49359.0,49359.0,49359.0,49359.0,14,49359.89107023714,94.4588503619826,UK,pfizer,35,hybrid,True
6,94.0,128.0,171.0,197.0,204.0,207.0,0.0,51.0,81.0,105.0,116.0,121.0,0.0,0.0,1.0,4.0,4.0,4.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,49359.0,49359.0,49359.0,49359.0,49359.0,49359.0,14,49359.89107023714,94.4588503619826,UK,pfizer,35,hybrid,True
7,94.0,132.0,155.0,167.0,168.0,169.0,0.0,66.0,93.0,110.0,115.0,115.0,0.0,1.0,4.0,5.0,5.0,5.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,49359.0,49359.0,49359.0,49359.0,49359.0,49359.0,14,49359.89107023714,94.4588503619826,UK,pfizer,35,hybrid,True
8,94.0,141.0,187.0,216.0,225.0,228.0,0.0,69.0,112.0,136.0,150.0,153.0,0.0,2.0,8.0,13.0,14.0,15.0,0.0,0.0,2.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,49359.0,49359.0,49359.0,49359.0,49359.0,49359.0,14,49359.89107023714,94.4588503619826,UK,pfizer,35,hybrid,True
9,94.0,122.0,150.0,169.0,170.0,170.0,0.0,52.0,83.0,96.0,106.0,107.0,0.0,0.0,3.0,7.0,9.0,9.0,0.0,0.0,1.0,2.0,5.0,5.0,0.0,0.0,0.0,0.0,1.0,2.0,49359.0,49359.0,49359.0,49359.0,49359.0,49359.0,14,49359.89107023714,94.4588503619826,UK,pfizer,35,hybrid,True
0,97.0,157.0,190.0,200.0,202.0,204.0,0.0,60.0,109.0,127.0,131.0,131.0,0.0,0.0,3.0,6.0,8.0,8.0,0.0,0.0,0.0,4.0,5.0,5.0,0.0,0.0,0.0,0.0,3.0,3.0,48502.0,48502.0,48502.0,48502.0,48502.0,48502.0,14,48502.744247739036,97.74094191179299,UK,pfizer,35,hybrid,True
1,97.0,128.0,152.0,162.0,165.0,165.0,0.0,55.0,87.0,100.0,102.0,103.0,0.0,0.0,5.0,6.0,7.0,7.0,0.0,0.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,48502.0,48502.0,48502.0,48502.0,48502.0,48502.0,14,48502.744247739036,97.74094191179299,UK,pfizer,35,hybrid,True
2,97.0,133.0,166.0,183.0,185.0,185.0,0.0,53.0,83.0,96.0,104.0,104.0,0.0,1.0,5.0,11.0,13.0,15.0,0.0,0.0,1.0,4.0,6.0,6.0,0.0,0.0,0.0,0.0,1.0,1.0,48502.0,48502.0,48502.0,48502.0,48502.0,48502.0,14,48502.744247739036,97.74094191179299,UK,pfizer,35,hybrid,True
3,97.0,134.0,166.0,182.0,186.0,188.0,0.0,69.0,101.0,116.0,127.0,129.0,0.0,0.0,5.0,9.0,10.0,10.0,0.0,0.0,1.0,3.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,48502.0,48502.0,48502.0,48502.0,48502.0,48502.0,14,48502.744247739036,97.74094191179299,UK,pfizer,35,hybrid,True
4,97.0,129.0,154.0,162.0,164.0,166.0,0.0,62.0,93.0,102.0,106.0,107.0,0.0,0.0,8.0,9.0,10.0,13.0,0.0,0.0,1.0,1.0,2.0,5.0,0.0,0.0,0.0,1.0,1.0,2.0,48502.0,48502.0,48502.0,48502.0,48502.0,48502.0,14,48502.744247739036,97.74094191179299,UK,pfizer,35,hybrid,True
5,97.0,134.0,160.0,178.0,186.0,187.0,0.0,65.0,96.0,111.0,116.0,120.0,0.0,0.0,1.0,5.0,6.0,6.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,48502.0,48502.0,48502.0,48502.0,48502.0,48502.0,14,48502.744247739036,97.74094191179299,UK,pfizer,35,hybrid,True
6,97.0,127.0,159.0,174.0,179.0,180.0,0.0,48.0,85.0,97.0,104.0,107.0,0.0,2.0,5.0,7.0,7.0,7.0,0.0,1.0,3.0,3.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,48502.0,48502.0,48502.0,48502.0,48502.0,48502.0,14,48502.744247739036,97.74094191179299,UK,pfizer,35,hybrid,True
7,97.0,129.0,174.0,190.0,195.0,196.0,0.0,56.0,83.0,108.0,116.0,117.0,0.0,0.0,6.0,7.0,7.0,7.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,48502.0,48502.0,48502.0,48502.0,48502.0,48502.0,14,48502.744247739036,97.74094191179299,UK,pfizer,35,hybrid,True
8,97.0,132.0,166.0,177.0,179.0,179.0,0.0,54.0,82.0,99.0,107.0,107.0,0.0,0.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48502.0,48502.0,48502.0,48502.0,48502.0,48502.0,14,48502.744247739036,97.74094191179299,UK,pfizer,35,hybrid,True
9,97.0,150.0,200.0,222.0,233.0,237.0,0.0,62.0,103.0,130.0,138.0,142.0,0.0,0.0,4.0,6.0,7.0,7.0,0.0,0.0,2.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,1.0,2.0,48502.0,48502.0,48502.0,48502.0,48502.0,48502.0,14,48502.744247739036,97.74094191179299,UK,pfizer,35,hybrid,True
0,104.0,136.0,178.0,191.0,194.0,196.0,0.0,67.0,109.0,128.0,132.0,133.0,0.0,0.0,6.0,10.0,10.0,10.0,0.0,0.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,50332.0,50332.0,50332.0,50332.0,50332.0,50332.0,14,50332.60956446224,104.54381171312086,UK,pfizer,35,hybrid,True
1,104.0,150.0,181.0,194.0,200.0,200.0,0.0,64.0,104.0,122.0,126.0,128.0,0.0,3.0,12.0,16.0,17.0,17.0,0.0,1.0,6.0,7.0,7.0,7.0,0.0,0.0,0.0,2.0,2.0,2.0,50332.0,50332.0,50332.0,50332.0,50332.0,50332.0,14,50332.60956446224,104.54381171312086,UK,pfizer,35,hybrid,True
2,104.0,145.0,195.0,224.0,230.0,230.0,0.0,57.0,92.0,115.0,131.0,131.0,0.0,0.0,4.0,6.0,7.0,8.0,0.0,0.0,3.0,3.0,3.0,4.0,0.0,0.0,0.0,1.0,1.0,1.0,50332.0,50332.0,50332.0,50332.0,50332.0,50332.0,14,50332.60956446224,104.54381171312086,UK,pfizer,35,hybrid,True
