,cum_infections_1,cum_infections_2,cum_infections_3,cum_infections_4,cum_infections_5,cum_infections_6,quar_period,n_days,pop_type,use_waning,pop_size,pop_infected,rand_seed,location,interventions,avg_age,contacts_h,contacts_s,contacts_w,contacts_c,age_dist,id,imbalance
8,107.0,188.0,267.0,299.0,313.0,316.0,14,35,hybrid,True,54641.33807505735,107.78466066486881,5447,UK,treatment,38.848384857177734,2.0,20,16,20,"{'0-9': 5744, '10-19': 5679, '20-29': 7732, '30-39': 10482, '40-49': 7623, '50-59': 7057, '60-69': 6614, '70-79': 2505, '80+': 1202}",ic1_ti64,3.569510269165036
9,107.0,184.0,262.0,307.0,318.0,322.0,14,35,hybrid,True,54641.33807505735,107.78466066486881,5447,UK,treatment,38.8819694519043,2.0,20,16,20,"{'0-9': 5744, '10-19': 5679, '20-29': 7732, '30-39': 10482, '40-49': 7623, '50-59': 7057, '60-69': 6614, '70-79': 2505, '80+': 1202}",ic1_ti64,3.569510269165036
10,107.0,196.0,296.0,353.0,380.0,395.0,14,35,hybrid,True,54641.33807505735,107.78466066486881,5447,UK,treatment,38.80936050415039,2.0,20,16,20,"{'0-9': 5744, '10-19': 5679, '20-29': 7732, '30-39': 10482, '40-49': 7623, '50-59': 7057, '60-69': 6614, '70-79': 2505, '80+': 1202}",ic1_ti64,3.569510269165036
0,107.0,201.0,318.0,351.0,357.0,357.0,14,35,hybrid,True,54641.33807505735,107.78466066486881,5447,UK,treatment,35.003021240234375,2.0,20,16,20,"{'0-9': 7710, '10-19': 8584, '20-29': 7854, '30-39': 8435, '40-49': 7700, '50-59': 6934, '60-69': 4482, '70-79': 2105, '80+': 834}",ic1_ti65,3.569510269165036
1,107.0,277.0,744.0,1699.0,4059.0,8698.0,14,35,hybrid,True,54641.33807505735,107.78466066486881,5447,UK,control,35.003021240234375,2.0,20,16,20,"{'0-9': 7710, '10-19': 8584, '20-29': 7854, '30-39': 8435, '40-49': 7700, '50-59': 6934, '60-69': 4482, '70-79': 2105, '80+': 834}",ic1_ti65,3.569510269165036
2,107.0,194.0,327.0,417.0,447.0,458.0,14,35,hybrid,True,54641.33807505735,107.78466066486881,5447,UK,treatment,39.03419876098633,2.0,20,16,20,"{'0-9': 5744, '10-19': 5679, '20-29': 7732, '30-39': 10482, '40-49': 7623, '50-59': 7057, '60-69': 6614, '70-79': 2505, '80+': 1202}",ic1_ti65,3.569510269165036
3,107.0,181.0,269.0,300.0,309.0,309.0,14,35,hybrid,True,54641.33807505735,107.78466066486881,5447,UK,treatment,38.957847595214844,2.0,20,16,20,"{'0-9': 5744, '10-19': 5679, '20-29': 7732, '30-39': 10482, '40-49': 7623, '50-59': 7057, '60-69': 6614, '70-79': 2505, '80+': 1202}",ic1_ti65,3.569510269165036
4,107.0,165.0,226.0,259.0,269.0,277.0,14,35,hybrid,True,54641.33807505735,107.78466066486881,5447,UK,treatment,39.07122039794922,2.0,20,16,20,"{'0-9': 5744, '10-19': 5679, '20-29': 7732, '30-39': 10482, '40-49': 7623, '50-59': 7057, '60-69': 6614, '70-79': 2505, '80+': 1202}",ic1_ti65,3.569510269165036
5,107.0,188.0,261.0,289.0,300.0,309.0,14,35,hybrid,True,54641.33807505735,107.78466066486881,5447,UK,treatment,38.90741729736328,2.0,20,16,20,"{'0-9': 5744, '10-19': 5679, '20-29': 7732, '30-39': 10482, '40-49': 7623, '50-59': 7057, '60-69': 6614, '70-79': 2505, '80+': 1202}",ic1_ti65,3.569510269165036
6,107.0,205.0,310.0,360.0,381.0,389.0,14,35,hybrid,True,54641.33807505735,107.78466066486881,5447,UK,treatment,39.13633346557617,2.0,20,16,20,"{'0-9': 5744, '10-19': 5679, '20-29': 7732, '30-39': 10482, '40-49': 7623, '50-59': 7057, '60-69': 6614, '70-79': 2505, '80+': 1202}",ic1_ti65,3.569510269165036
7,107.0,170.0,235.0,280.0,307.0,314.0,14,35,hybrid,True,54641.33807505735,107.78466066486881,5447,UK,treatment,39.0755615234375,2.0,20,16,20,"{'0-9': 5744, '10-19': 5679, '20-29': 7732, '30-39': 10482, '40-49': 7623, '50-59': 7057, '60-69': 6614, '70-79': 2505, '80+': 1202}",ic1_ti65,3.569510269165036
8,107.0,188.0,267.0,299.0,313.0,316.0,14,35,hybrid,True,54641.33807505735,107.78466066486881,5447,UK,treatment,38.848384857177734,2.0,20,16,20,"{'0-9': 5744, '10-19': 5679, '20-29': 7732, '30-39': 10482, '40-49': 7623, '50-59': 7057, '60-69': 6614, '70-79': 2505, '80+': 1202}",ic1_ti65,3.569510269165036
9,107.0,184.0,262.0,307.0,318.0,322.0,14,35,hybrid,True,54641.33807505735,107.78466066486881,5447,UK,treatment,38.8819694519043,2.0,20,16,20,"{'0-9': 5744, '10-19': 5679, '20-29': 7732, '30-39': 10482, '40-49': 7623, '50-59': 7057, '60-69': 6614, '70-79': 2505, '80+': 1202}",ic1_ti65,3.569510269165036
10,107.0,196.0,296.0,353.0,380.0,395.0,14,35,hybrid,True,54641.33807505735,107.78466066486881,5447,UK,treatment,38.80936050415039,2.0,20,16,20,"{'0-9': 5744, '10-19': 5679, '20-29': 7732, '30-39': 10482, '40-49': 7623, '50-59': 7057, '60-69': 6614, '70-79': 2505, '80+': 1202}",ic1_ti65,3.569510269165036
0,107.0,201.0,318.0,351.0,357.0,357.0,14,35,hybrid,True,54641.33807505735,107.78466066486881,5447,UK,treatment,35.003021240234375,2.0,20,16,20,"{'0-9': 7710, '10-19': 8584, '20-29': 7854, '30-39': 8435, '40-49': 7700, '50-59': 6934, '60-69': 4482, '70-79': 2105, '80+': 834}",ic1_ti66,3.569510269165036
1,107.0,277.0,744.0,1699.0,4059.0,8698.0,14,35,hybrid,True,54641.33807505735,107.78466066486881,5447,UK,control,35.003021240234375,2.0,20,16,20,"{'0-9': 7710, '10-19': 8584, '20-29': 7854, '30-39': 8435, '40-49': 7700, '50-59': 6934, '60-69': 4482, '70-79': 2105, '80+': 834}",ic1_ti66,3.569510269165036
2,107.0,194.0,327.0,417.0,447.0,458.0,14,35,hybrid,True,54641.33807505735,107.78466066486881,5447,UK,treatment,39.03419876098633,2.0,20,16,20,"{'0-9': 5744, '10-19': 5679, '20-29': 7732, '30-39': 10482, '40-49': 7623, '50-59': 7057, '60-69': 6614, '70-79': 2505, '80+': 1202}",ic1_ti66,3.569510269165036
3,107.0,181.0,269.0,300.0,309.0,309.0,14,35,hybrid,True,54641.33807505735,107.78466066486881,5447,UK,treatment,38.957847595214844,2.0,20,16,20,"{'0-9': 5744, '10-19': 5679, '20-29': 7732, '30-39': 10482, '40-49': 7623, '50-59': 7057, '60-69': 6614, '70-79': 2505, '80+': 1202}",ic1_ti66,3.569510269165036
4,107.0,165.0,226.0,259.0,269.0,277.0,14,35,hybrid,True,54641.33807505735,107.78466066486881,5447,UK,treatment,39.07122039794922,2.0,20,16,20,"{'0-9': 5744, '10-19': 5679, '20-29': 7732, '30-39': 10482, '40-49': 7623, '50-59': 7057, '60-69': 6614, '70-79': 2505, '80+': 1202}",ic1_ti66,3.569510269165036
5,107.0,188.0,261.0,289.0,300.0,309.0,14,35,hybrid,True,54641.33807505735,107.78466066486881,5447,UK,treatment,38.90741729736328,2.0,20,16,20,"{'0-9': 5744, '10-19': 5679, '20-29': 7732, '30-39': 10482, '40-49': 7623, '50-59': 7057, '60-69': 6614, '70-79': 2505, '80+': 1202}",ic1_ti66,3.569510269165036
6,107.0,205.0,310.0,360.0,381.0,389.0,14,35,hybrid,True,54641.33807505735,107.78466066486881,5447,UK,treatment,39.13633346557617,2.0,20,16,20,"{'0-9': 5744, '10-19': 5679, '20-29': 7732, '30-39': 10482, '40-49': 7623, '50-59': 7057, '60-69': 6614, '70-79': 2505, '80+': 1202}",ic1_ti66,3.569510269165036
7,107.0,170.0,235.0,280.0,307.0,314.0,14,35,hybrid,True,54641.33807505735,107.78466066486881,5447,UK,treatment,39.0755615234375,2.0,20,16,20,"{'0-9': 5744, '10-19': 5679, '20-29': 7732, '30-39': 10482, '40-49': 7623, '50-59': 7057, '60-69': 6614, '70-79': 2505, '80+': 1202}",ic1_ti66,3.569510269165036
8,107.0,188.0,267.0,299.0,313.0,316.0,14,35,hybrid,True,54641.33807505735,107.78466066486881,5447,UK,treatment,38.848384857177734,2.0,20,16,20,"{'0-9': 5744, '10-19': 5679, '20-29': 7732, '30-39': 10482, '40-49': 7623, '50-59': 7057, '60-69': 6614, '70-79': 2505, '80+': 1202}",ic1_ti66,3.569510269165036
9,107.0,184.0,262.0,307.0,318.0,322.0,14,35,hybrid,True,54641.33807505735,107.78466066486881,5447,UK,treatment,38.8819694519043,2.0,20,16,20,"{'0-9': 5744, '10-19': 5679, '20-29': 7732, '30-39': 10482, '40-49': 7623, '50-59': 7057, '60-69': 6614, '70-79': 2505, '80+': 1202}",ic1_ti66,3.569510269165036
10,107.0,196.0,296.0,353.0,380.0,395.0,14,35,hybrid,True,54641.33807505735,107.78466066486881,5447,UK,treatment,38.80936050415039,2.0,20,16,20,"{'0-9': 5744, '10-19': 5679, '20-29': 7732, '30-39': 10482, '40-49': 7623, '50-59': 7057, '60-69': 6614, '70-79': 2505, '80+': 1202}",ic1_ti66,3.569510269165036
0,107.0,201.0,318.0,351.0,357.0,357.0,14,35,hybrid,True,54641.33807505735,107.78466066486881,5447,UK,treatment,35.003021240234375,2.0,20,16,20,"{'0-9': 7710, '10-19': 8584, '20-29': 7854, '30-39': 8435, '40-49': 7700, '50-59': 6934, '60-69': 4482, '70-79': 2105, '80+': 834}",ic1_ti67,3.569510269165036
1,107.0,277.0,744.0,1699.0,4059.0,8698.0,14,35,hybrid,True,54641.33807505735,107.78466066486881,5447,UK,control,35.003021240234375,2.0,20,16,20,"{'0-9': 7710, '10-19': 8584, '20-29': 7854, '30-39': 8435, '40-49': 7700, '50-59': 6934, '60-69': 4482, '70-79': 2105, '80+': 834}",ic1_ti67,3.569510269165036
2,107.0,194.0,327.0,417.0,447.0,458.0,14,35,hybrid,True,54641.33807505735,107.78466066486881,5447,UK,treatment,39.03419876098633,2.0,20,16,20,"{'0-9': 5744, '10-19': 5679, '20-29': 7732, '30-39': 10482, '40-49': 7623, '50-59': 7057, '60-69': 6614, '70-79': 2505, '80+': 1202}",ic1_ti67,3.569510269165036
3,107.0,181.0,269.0,300.0,309.0,309.0,14,35,hybrid,True,54641.33807505735,107.78466066486881,5447,UK,treatment,38.957847595214844,2.0,20,16,20,"{'0-9': 5744, '10-19': 5679, '20-29': 7732, '30-39': 10482, '40-49': 7623, '50-59': 7057, '60-69': 6614, '70-79': 2505, '80+': 1202}",ic1_ti67,3.569510269165036
4,107.0,165.0,226.0,259.0,269.0,277.0,14,35,hybrid,True,54641.33807505735,107.78466066486881,5447,UK,treatment,39.07122039794922,2.0,20,16,20,"{'0-9': 5744, '10-19': 5679, '20-29': 7732, '30-39': 10482, '40-49': 7623, '50-59': 7057, '60-69': 6614, '70-79': 2505, '80+': 1202}",ic1_ti67,3.569510269165036
5,107.0,188.0,261.0,289.0,300.0,309.0,14,35,hybrid,True,54641.33807505735,107.78466066486881,5447,UK,treatment,38.90741729736328,2.0,20,16,20,"{'0-9': 5744, '10-19': 5679, '20-29': 7732, '30-39': 10482, '40-49': 7623, '50-59': 7057, '60-69': 6614, '70-79': 2505, '80+': 1202}",ic1_ti67,3.569510269165036
6,107.0,205.0,310.0,360.0,381.0,389.0,14,35,hybrid,True,54641.33807505735,107.78466066486881,5447,UK,treatment,39.13633346557617,2.0,20,16,20,"{'0-9': 5744, '10-19': 5679, '20-29': 7732, '30-39': 10482, '40-49': 7623, '50-59': 7057, '60-69': 6614, '70-79': 2505, '80+': 1202}",ic1_ti67,3.569510269165036
7,107.0,170.0,235.0,280.0,307.0,314.0,14,35,hybrid,True,54641.33807505735,107.78466066486881,5447,UK,treatment,39.0755615234375,2.0,20,16,20,"{'0-9': 5744, '10-19': 5679, '20-29': 7732, '30-39': 10482, '40-49': 7623, '50-59': 7057, '60-69': 6614, '70-79': 2505, '80+': 1202}",ic1_ti67,3.569510269165036
8,107.0,188.0,267.0,299.0,313.0,316.0,14,35,hybrid,True,54641.33807505735,107.78466066486881,5447,UK,treatment,38.848384857177734,2.0,20,16,20,"{'0-9': 5744, '10-19': 5679, '20-29': 7732, '30-39': 10482, '40-49': 7623, '50-59': 7057, '60-69': 6614, '70-79': 2505, '80+': 1202}",ic1_ti67,3.569510269165036
9,107.0,184.0,262.0,307.0,318.0,322.0,14,35,hybrid,True,54641.33807505735,107.78466066486881,5447,UK,treatment,38.8819694519043,2.0,20,16,20,"{'0-9': 5744, '10-19': 5679, '20-29': 7732, '30-39': 10482, '40-49': 7623, '50-59': 7057, '60-69': 6614, '70-79': 2505, '80+': 1202}",ic1_ti67,3.569510269165036
10,107.0,196.0,296.0,353.0,380.0,395.0,14,35,hybrid,True,54641.33807505735,107.78466066486881,5447,UK,treatment,38.80936050415039,2.0,20,16,20,"{'0-9': 5744, '10-19': 5679, '20-29': 7732, '30-39': 10482, '40-49': 7623, '50-59': 7057, '60-69': 6614, '70-79': 2505, '80+': 1202}",ic1_ti67,3.569510269165036
0,107.0,201.0,318.0,351.0,357.0,357.0,14,35,hybrid,True,54641.33807505735,107.78466066486881,5447,UK,treatment,35.003021240234375,2.0,20,16,20,"{'0-9': 7710, '10-19': 8584, '20-29': 7854, '30-39': 8435, '40-49': 7700, '50-59': 6934, '60-69': 4482, '70-79': 2105, '80+': 834}",ic1_ti68,3.570028305053711
1,107.0,277.0,744.0,1699.0,4059.0,8698.0,14,35,hybrid,True,54641.33807505735,107.78466066486881,5447,UK,control,35.003021240234375,2.0,20,16,20,"{'0-9': 7710, '10-19': 8584, '20-29': 7854, '30-39': 8435, '40-49': 7700, '50-59': 6934, '60-69': 4482, '70-79': 2105, '80+': 834}",ic1_ti68,3.570028305053711
2,107.0,204.0,316.0,372.0,391.0,399.0,14,35,hybrid,True,54641.33807505735,107.78466066486881,5447,UK,treatment,39.04050064086914,2.0,20,16,20,"{'0-9': 5991, '10-19': 6411, '20-29': 8680, '30-39': 8525, '40-49': 7541, '50-59': 6677, '60-69': 5448, '70-79': 3560, '80+': 1804}",ic1_ti68,3.570028305053711
3,107.0,180.0,273.0,327.0,346.0,358.0,14,35,hybrid,True,54641.33807505735,107.78466066486881,5447,UK,treatment,38.931312561035156,2.0,20,16,20,"{'0-9': 5991, '10-19': 6411, '20-29': 8680, '30-39': 8525, '40-49': 7541, '50-59': 6677, '60-69': 5448, '70-79': 3560, '80+': 1804}",ic1_ti68,3.570028305053711
4,107.0,154.0,223.0,272.0,291.0,302.0,14,35,hybrid,True,54641.33807505735,107.78466066486881,5447,UK,treatment,39.097652435302734,2.0,20,16,20,"{'0-9': 5991, '10-19': 6411, '20-29': 8680, '30-39': 8525, '40-49': 7541, '50-59': 6677, '60-69': 5448, '70-79': 3560, '80+': 1804}",ic1_ti68,3.570028305053711
5,107.0,185.0,261.0,312.0,326.0,330.0,14,35,hybrid,True,54641.33807505735,107.78466066486881,5447,UK,treatment,38.9089469909668,2.0,20,16,20,"{'0-9': 5991, '10-19': 6411, '20-29': 8680, '30-39': 8525, '40-49': 7541, '50-59': 6677, '60-69': 5448, '70-79': 3560, '80+': 1804}",ic1_ti68,3.570028305053711
6,107.0,208.0,319.0,375.0,409.0,418.0,14,35,hybrid,True,54641.33807505735,107.78466066486881,5447,UK,treatment,39.15872573852539,2.0,20,16,20,"{'0-9': 5991, '10-19': 6411, '20-29': 8680, '30-39': 8525, '40-49': 7541, '50-59': 6677, '60-69': 5448, '70-79': 3560, '80+': 1804}",ic1_ti68,3.570028305053711
7,107.0,182.0,261.0,309.0,325.0,334.0,14,35,hybrid,True,54641.33807505735,107.78466066486881,5447,UK,treatment,39.077796936035156,2.0,20,16,20,"{'0-9': 5991, '10-19': 6411, '20-29': 8680, '30-39': 8525, '40-49': 7541, '50-59': 6677, '60-69': 5448, '70-79': 3560, '80+': 1804}",ic1_ti68,3.570028305053711
8,107.0,176.0,247.0,278.0,293.0,299.0,14,35,hybrid,True,54641.33807505735,107.78466066486881,5447,UK,treatment,38.8381233215332,2.0,20,16,20,"{'0-9': 5991, '10-19': 6411, '20-29': 8680, '30-39': 8525, '40-49': 7541, '50-59': 6677, '60-69': 5448, '70-79': 3560, '80+': 1804}",ic1_ti68,3.570028305053711
9,107.0,176.0,254.0,300.0,322.0,329.0,14,35,hybrid,True,54641.33807505735,107.78466066486881,5447,UK,treatment,38.891197204589844,2.0,20,16,20,"{'0-9': 5991, '10-19': 6411, '20-29': 8680, '30-39': 8525, '40-49': 7541, '50-59': 6677, '60-69': 5448, '70-79': 3560, '80+': 1804}",ic1_ti68,3.570028305053711
10,107.0,193.0,286.0,328.0,350.0,356.0,14,35,hybrid,True,54641.33807505735,107.78466066486881,5447,UK,treatment,38.78321838378906,2.0,20,16,20,"{'0-9': 5991, '10-19': 6411, '20-29': 8680, '30-39': 8525, '40-49': 7541, '50-59': 6677, '60-69': 5448, '70-79': 3560, '80+': 1804}",ic1_ti68,3.570028305053711
0,107.0,201.0,318.0,351.0,357.0,357.0,14,35,hybrid,True,54641.33807505735,107.78466066486881,5447,UK,treatment,35.003021240234375,2.0,20,16,20,"{'0-9': 7710, '10-19': 8584, '20-29': 7854, '30-39': 8435, '40-49': 7700, '50-59': 6934, '60-69': 4482, '70-79': 2105, '80+': 834}",ic1_ti69,3.570028305053711
1,107.0,277.0,744.0,1699.0,4059.0,8698.0,14,35,hybrid,True,54641.33807505735,107.78466066486881,5447,UK,control,35.003021240234375,2.0,20,16,20,"{'0-9': 7710, '10-19': 8584, '20-29': 7854, '30-39': 8435, '40-49': 7700, '50-59': 6934, '60-69': 4482, '70-79': 2105, '80+': 834}",ic1_ti69,3.570028305053711
2,107.0,204.0,316.0,372.0,391.0,399.0,14,35,hybrid,True,54641.33807505735,107.78466066486881,5447,UK,treatment,39.04050064086914,2.0,20,16,20,"{'0-9': 5991, '10-19': 6411, '20-29': 8680, '30-39': 8525, '40-49': 7541, '50-59': 6677, '60-69': 5448, '70-79': 3560, '80+': 1804}",ic1_ti69,3.570028305053711
3,107.0,180.0,273.0,327.0,346.0,358.0,14,35,hybrid,True,54641.33807505735,107.78466066486881,5447,UK,treatment,38.931312561035156,2.0,20,16,20,"{'0-9': 5991, '10-19': 6411, '20-29': 8680, '30-39': 8525, '40-49': 7541, '50-59': 6677, '60-69': 5448, '70-79': 3560, '80+': 1804}",ic1_ti69,3.570028305053711
4,107.0,154.0,223.0,272.0,291.0,302.0,14,35,hybrid,True,54641.33807505735,107.78466066486881,5447,UK,treatment,39.097652435302734,2.0,20,16,20,"{'0-9': 5991, '10-19': 6411, '20-29': 8680, '30-39': 8525, '40-49': 7541, '50-59': 6677, '60-69': 5448, '70-79': 3560, '80+': 1804}",ic1_ti69,3.570028305053711
5,107.0,185.0,261.0,312.0,326.0,330.0,14,35,hybrid,True,54641.33807505735,107.78466066486881,5447,UK,treatment,38.9089469909668,2.0,20,16,20,"{'0-9': 5991, '10-19': 6411, '20-29': 8680, '30-39': 8525, '40-49': 7541, '50-59': 6677, '60-69': 5448, '70-79': 3560, '80+': 1804}",ic1_ti69,3.570028305053711
6,107.0,208.0,319.0,375.0,409.0,418.0,14,35,hybrid,True,54641.33807505735,107.78466066486881,5447,UK,treatment,39.15872573852539,2.0,20,16,20,"{'0-9': 5991, '10-19': 6411, '20-29': 8680, '30-39': 8525, '40-49': 7541, '50-59': 6677, '60-69': 5448, '70-79': 3560, '80+': 1804}",ic1_ti69,3.570028305053711
7,107.0,182.0,261.0,309.0,325.0,334.0,14,35,hybrid,True,54641.33807505735,107.78466066486881,5447,UK,treatment,39.077796936035156,2.0,20,16,20,"{'0-9': 5991, '10-19': 6411, '20-29': 8680, '30-39': 8525, '40-49': 7541, '50-59': 6677, '60-69': 5448, '70-79': 3560, '80+': 1804}",ic1_ti69,3.570028305053711
8,107.0,176.0,247.0,278.0,293.0,299.0,14,35,hybrid,True,54641.33807505735,107.78466066486881,5447,UK,treatment,38.8381233215332,2.0,20,16,20,"{'0-9': 5991, '10-19': 6411, '20-29': 8680, '30-39': 8525, '40-49': 7541, '50-59': 6677, '60-69': 5448, '70-79': 3560, '80+': 1804}",ic1_ti69,3.570028305053711
9,107.0,176.0,254.0,300.0,322.0,329.0,14,35,hybrid,True,54641.33807505735,107.78466066486881,5447,UK,treatment,38.891197204589844,2.0,20,16,20,"{'0-9': 5991, '10-19': 6411, '20-29': 8680, '30-39': 8525, '40-49': 7541, '50-59': 6677, '60-69': 5448, '70-79': 3560, '80+': 1804}",ic1_ti69,3.570028305053711
10,107.0,193.0,286.0,328.0,350.0,356.0,14,35,hybrid,True,54641.33807505735,107.78466066486881,5447,UK,treatment,38.78321838378906,2.0,20,16,20,"{'0-9': 5991, '10-19': 6411, '20-29': 8680, '30-39': 8525, '40-49': 7541, '50-59': 6677, '60-69': 5448, '70-79': 3560, '80+': 1804}",ic1_ti69,3.570028305053711
0,107.0,201.0,318.0,351.0,357.0,357.0,14,35,hybrid,True,54641.33807505735,107.78466066486881,5447,UK,treatment,35.003021240234375,2.0,20,16,20,"{'0-9': 7710, '10-19': 8584, '20-29': 7854, '30-39': 8435, '40-49': 7700, '50-59': 6934, '60-69': 4482, '70-79': 2105, '80+': 834}",ic1_ti70,3.572640991210939
1,107.0,277.0,744.0,1699.0,4059.0,8698.0,14,35,hybrid,True,54641.33807505735,107.78466066486881,5447,UK,control,35.003021240234375,2.0,20,16,20,"{'0-9': 7710, '10-19': 8584, '20-29': 7854, '30-39': 8435, '40-49': 7700, '50-59': 6934, '60-69': 4482, '70-79': 2105, '80+': 834}",ic1_ti70,3.572640991210939
2,107.0,182.0,278.0,311.0,315.0,316.0,14,35,hybrid,True,54641.33807505735,107.78466066486881,5447,UK,treatment,39.06827163696289,2.0,20,16,20,"{'0-9': 6896, '10-19': 7159, '20-29': 7653, '30-39': 7504, '40-49': 6879, '50-59': 6743, '60-69': 6010, '70-79': 3748, '80+': 2044}",ic1_ti70,3.572640991210939
3,107.0,168.0,233.0,265.0,277.0,281.0,14,35,hybrid,True,54641.33807505735,107.78466066486881,5447,UK,treatment,38.94025421142578,2.0,20,16,20,"{'0-9': 6896, '10-19': 7159, '20-29': 7653, '30-39': 7504, '40-49': 6879, '50-59': 6743, '60-69': 6010, '70-79': 3748, '80+': 2044}",ic1_ti70,3.572640991210939
4,107.0,157.0,221.0,260.0,272.0,278.0,14,35,hybrid,True,54641.33807505735,107.78466066486881,5447,UK,treatment,39.10663986206055,2.0,20,16,20,"{'0-9': 6896, '10-19': 7159, '20-29': 7653, '30-39': 7504, '40-49': 6879, '50-59': 6743, '60-69': 6010, '70-79': 3748, '80+': 2044}",ic1_ti70,3.572640991210939
5,107.0,188.0,261.0,298.0,315.0,318.0,14,35,hybrid,True,54641.33807505735,107.78466066486881,5447,UK,treatment,38.892242431640625,2.0,20,16,20,"{'0-9': 6896, '10-19': 7159, '20-29': 7653, '30-39': 7504, '40-49': 6879, '50-59': 6743, '60-69': 6010, '70-79': 3748, '80+': 2044}",ic1_ti70,3.572640991210939
6,107.0,185.0,276.0,321.0,340.0,347.0,14,35,hybrid,True,54641.33807505735,107.78466066486881,5447,UK,treatment,39.169132232666016,2.0,20,16,20,"{'0-9': 6896, '10-19': 7159, '20-29': 7653, '30-39': 7504, '40-49': 6879, '50-59': 6743, '60-69': 6010, '70-79': 3748, '80+': 2044}",ic1_ti70,3.572640991210939
7,107.0,170.0,240.0,288.0,301.0,305.0,14,35,hybrid,True,54641.33807505735,107.78466066486881,5447,UK,treatment,39.060401916503906,2.0,20,16,20,"{'0-9': 6896, '10-19': 7159, '20-29': 7653, '30-39': 7504, '40-49': 6879, '50-59': 6743, '60-69': 6010, '70-79': 3748, '80+': 2044}",ic1_ti70,3.572640991210939
8,107.0,187.0,244.0,270.0,282.0,284.0,14,35,hybrid,True,54641.33807505735,107.78466066486881,5447,UK,treatment,38.821617126464844,2.0,20,16,20,"{'0-9': 6896, '10-19': 7159, '20-29': 7653, '30-39': 7504, '40-49': 6879, '50-59': 6743, '60-69': 6010, '70-79': 3748, '80+': 2044}",ic1_ti70,3.572640991210939
9,107.0,180.0,268.0,310.0,329.0,338.0,14,35,hybrid,True,54641.33807505735,107.78466066486881,5447,UK,treatment,38.89202880859375,2.0,20,16,20,"{'0-9': 6896, '10-19': 7159, '20-29': 7653, '30-39': 7504, '40-49': 6879, '50-59': 6743, '60-69': 6010, '70-79': 3748, '80+': 2044}",ic1_ti70,3.572640991210939
10,107.0,183.0,261.0,313.0,338.0,344.0,14,35,hybrid,True,54641.33807505735,107.78466066486881,5447,UK,treatment,38.80301284790039,2.0,20,16,20,"{'0-9': 6896, '10-19': 7159, '20-29': 7653, '30-39': 7504, '40-49': 6879, '50-59': 6743, '60-69': 6010, '70-79': 3748, '80+': 2044}",ic1_ti70,3.572640991210939
0,107.0,201.0,318.0,351.0,357.0,357.0,14,35,hybrid,True,54641.33807505735,107.78466066486881,5447,UK,treatment,35.003021240234375,2.0,20,16,20,"{'0-9': 7710, '10-19': 8584, '20-29': 7854, '30-39': 8435, '40-49': 7700, '50-59': 6934, '60-69': 4482, '70-79': 2105, '80+': 834}",ic1_ti71,3.572640991210939
1,107.0,277.0,744.0,1699.0,4059.0,8698.0,14,35,hybrid,True,54641.33807505735,107.78466066486881,5447,UK,control,35.003021240234375,2.0,20,16,20,"{'0-9': 7710, '10-19': 8584, '20-29': 7854, '30-39': 8435, '40-49': 7700, '50-59': 6934, '60-69': 4482, '70-79': 2105, '80+': 834}",ic1_ti71,3.572640991210939
2,107.0,182.0,278.0,311.0,315.0,316.0,14,35,hybrid,True,54641.33807505735,107.78466066486881,5447,UK,treatment,39.06827163696289,2.0,20,16,20,"{'0-9': 6896, '10-19': 7159, '20-29': 7653, '30-39': 7504, '40-49': 6879, '50-59': 6743, '60-69': 6010, '70-79': 3748, '80+': 2044}",ic1_ti71,3.572640991210939
3,107.0,168.0,233.0,265.0,277.0,281.0,14,35,hybrid,True,54641.33807505735,107.78466066486881,5447,UK,treatment,38.94025421142578,2.0,20,16,20,"{'0-9': 6896, '10-19': 7159, '20-29': 7653, '30-39': 7504, '40-49': 6879, '50-59': 6743, '60-69': 6010, '70-79': 3748, '80+': 2044}",ic1_ti71,3.572640991210939
4,107.0,157.0,221.0,260.0,272.0,278.0,14,35,hybrid,True,54641.33807505735,107.78466066486881,5447,UK,treatment,39.10663986206055,2.0,20,16,20,"{'0-9': 6896, '10-19': 7159, '20-29': 7653, '30-39': 7504, '40-49': 6879, '50-59': 6743, '60-69': 6010, '70-79': 3748, '80+': 2044}",ic1_ti71,3.572640991210939
5,107.0,188.0,261.0,298.0,315.0,318.0,14,35,hybrid,True,54641.33807505735,107.78466066486881,5447,UK,treatment,38.892242431640625,2.0,20,16,20,"{'0-9': 6896, '10-19': 7159, '20-29': 7653, '30-39': 7504, '40-49': 6879, '50-59': 6743, '60-69': 6010, '70-79': 3748, '80+': 2044}",ic1_ti71,3.572640991210939
6,107.0,185.0,276.0,321.0,340.0,347.0,14,35,hybrid,True,54641.33807505735,107.78466066486881,5447,UK,treatment,39.169132232666016,2.0,20,16,20,"{'0-9': 6896, '10-19': 7159, '20-29': 7653, '30-39': 7504, '40-49': 6879, '50-59': 6743, '60-69': 6010, '70-79': 3748, '80+': 2044}",ic1_ti71,3.572640991210939
7,107.0,170.0,240.0,288.0,301.0,305.0,14,35,hybrid,True,54641.33807505735,107.78466066486881,5447,UK,treatment,39.060401916503906,2.0,20,16,20,"{'0-9': 6896, '10-19': 7159, '20-29': 7653, '30-39': 7504, '40-49': 6879, '50-59': 6743, '60-69': 6010, '70-79': 3748, '80+': 2044}",ic1_ti71,3.572640991210939
